00100008 start
00174720 CB3CollidingBody::CollideWithWorld(void)
00174CC0 CB3CollidingBody::StopCrashing(void)
00175360 CB3CollidingBody::Update(float)
00176280 CB3CollidingBody::Prepare(void)
00176750 CB3CrashActionDirector::HandleCrashingVehicleWorldCollision(CB3VehiclePhysics *)
001768C0 CB3CrashActionDirector::HandleCrashingVehicleVehicleCollision(CB3CollidingPair *)
00176F70 CB3CrashActionDirector::ExplodeVehicle(GtMathPs2::CGtV3d,CB3VehiclePhysics *)
00177020 CB3CrashActionDirector::SetSympatheticTraffic(int,CB3VehiclePhysics *)
00177080 CB3CrashActionDirector::StartTrafficCrashing(CB3TrafficPhysics *,int)
001771A0 CB3CrashActionDirector::StopRaceCarCrashing(int)
001771D0 CB3CrashActionDirector::StartRaceCarCrashing(CB3RaceCarPhysics *,int,CB3CollidingPair *,CB3CrashStartInfo *)
00178360 CB3CrashActionDirector::UpdateTraffic(CB3CADTrafficData *,CB3TrafficPhysics *,float)
00178DF0 CB3CrashActionDirector::Update(float)
001791F0 CB3CrashActionDirector::RenderDebugData(void)
00179490 CB3CrashActionDirector::UpdateRaceCar(int,CB3RaceCarPhysics *,float)
00179B20 CB3CrashActionDirector::Prepare(void)
00179E10 CB3Interestometer::Update(void)
0017A2E0 CB3Interestometer::CalculateInterest(CB3VehiclePhysics *,CB3VehiclePhysics *)
0017A530 CB3CrashActionDirector::Construct(void)
0017A5A0 CB3PhysicsManager::StopRaceCarBodyPartsCrashing(int)
0017A6B0 CB3PhysicsManager::DoCrashBreaker(CB3VehiclePhysics *)
0017AF80 CB3PhysicsManager::UpdateNearMissArray(void)
0017B070 CB3PhysicsManager::ClearCrashingBodies(int)
0017B2A0 CB3PhysicsManager::CrashTrafficBody(CB3ActiveBody *,int,int,bool,bool,bool)
0017B610 CB3PhysicsManager::DynamisePropBody(CB3ActiveBody *)
0017B8C0 CB3PhysicsManager::AllowCollision(CB3ActiveBody &,CB3ActiveBody &)
0017BAF0 CB3PhysicsManager::GetIntervals(CB3ActiveBody *)
0017BC30 CB3PhysicsManager::BodyBodyResponse(CB3CollidingPair *)
0017C680 CB3PhysicsManager::BodyTrafficResponse(CB3CollidingPair *)
0017C9F0 CB3PhysicsManager::VehicleTrafficResponse(CB3CollidingPair *)
0017E970 CB3PhysicsManager::ExtractActiveBody(int)
0017EB70 CB3PhysicsManager::InsertActiveBody(int)
0017EDF0 CB3PhysicsManager::UpdateActiveBodyList(void)
0017F150 QSortCallback(void const *,void const *)
0017F170 CB3PhysicsManager::InduceTrafficVehicleCrash(CB3TrafficVehicle *,CB3VehiclePhysics *,bool)
0017F310 CB3PhysicsManager::RemoveTrafficVehicle(CB3TrafficVehicle *)
0017F450 CB3PhysicsManager::AddTrafficVehicle(CB3TrafficVehicle *)
0017F500 CB3PhysicsManager::AddBodyPart(CB3VehiclePhysics *,int,EBodyPartType)
0017F670 CB3PhysicsManager::AddRaceCar(CB3RaceCar *,int)
0017F9B0 CB3PhysicsManager::Release(void)
0017FB70 CB3PhysicsManager::PostEffectsUpdate(void)
0017FB80 CB3PhysicsManager::Update(float)
00180480 CB3PhysicsManager::Prepare(void)
00180CA0 CB3PhysicsManager::Construct(void)
00181360 CB3ActiveBody::GetInteractionTypeAgainst(CB3ActiveBody *const)
00181440 CB3ActiveBody::GetNetworkCollBodyType(void)
001814C0 CB3PlayerCarPhysics::DoCrashBreaker(void)
00181650 CB3PlayerCarPhysics::ActivateCrashBreaker(void)
00181B80 CB3PlayerCarPhysics::StartCrashing(int,CB3CrashStartInfo *)
00182020 CB3PlayerCarPhysics::GetCrashingDrivingControls(void)
001838E0 CB3PlayerCarPhysics::GetDrivingControls(void)
00183F50 CB3PlayerCarPhysics::Update(float)
00183FD0 CB3PlayerCarPhysics::Prepare(CB3RaceCar *)
00184080 CB3PlayerCarPhysics::Construct(void)
00184540 CB3PropPhysics::Prepare(CB3Prop *,GtMathPs2::CGtMatrix3x4 *,CGtAxisAlignedBox const &)
00184730 CB3PropPhysics::Construct(void)
001847D0 CB3RaceCarPhysics::DoCrashBreaker(void)
00184950 CB3RaceCarPhysics::ApplyNonSpinoutPositionedImpulse(GtMathPs2::CGtV3d,GtMathPs2::CGtV3d)
00184A80 CB3RaceCarPhysics::ApplyNonSpinoutPositionedForce(GtMathPs2::CGtV3d,GtMathPs2::CGtV3d)
00184BB0 CB3RaceCarPhysics::RollingStart(float)
00185AB0 CB3RaceCarPhysics::StartCrashing(int,CB3CrashStartInfo *)
00185C90 CB3RaceCarPhysics::ResetOnTrack(bool,CB3RaceCarPhysics *)
0018A450 CB3RaceCarPhysics::LightweightUpdate(float,int)
0018A7E0 CB3RaceCarPhysics::Update(float)
0018AFF0 CB3RaceCarPhysics::CacheWorldTriangles(int)
0018B380 CB3RaceCarPhysics::DoDrivingWorldCollision(void)
0018C4F0 CB3RaceCarPhysics::Prepare(CB3RaceCar *)
0018CE20 CB3Transmission::Update(float,float,int,int)
0018D6D0 CB3Transmission::Prepare(CB3RaceCarPhysics *)
00190C70 CB3VehiclePhysics::UpdateCrashSteering(float)
00191830 CB3VehiclePhysics::StopCrashing(void)
00192180 CB3VehiclePhysics::FireAirRam(uint,float,bool)
001921E0 CB3VehiclePhysics::FireAirRamWithDirection(uint,float,GtMathPs2::CGtV3d,bool)
00192550 CB3VehiclePhysics::UpdateSuspension(float)
001940F0 CB3VehiclePhysics::Update(float)
00194A00 CB3VehiclePhysics::Prepare(CB3VehicleEssentialParams *,CB3VehicleParams *)
00195400 CB3VehiclePhysics::Prepare(void)
00196790 CB3AICarPhysics::Update(float)
00196A30 CB3AICarPhysics::Prepare(CB3RaceCar *)
00196B20 CB3AICarPhysics::Construct(void)
001974D0 CGtFilePS2DVD::Open(CGTFileSystem *,char const *,uint)
00197640 CGtFileSystemPS2DVD::Init(uint,CGtFilePS2DVD *,CGtFileBufferPS2DVD *,char const *,int,int,int,char *)
00197830 CGtTimer::SetSlowMo(int)
00197A30 CGtTimer::Start(void)
00197AC0 CGtTimer::Construct(void)
00197B10 CGtTimer::PrepareTimerServices(int)
00197B50 CB3Game::SetFrontendFrameRate(bool)
00197C30 CB3Game::PrepareHardware(void)
00197FA0 CGt2dFrameHierarchy::ConstructFrameData(int,void *,uint)
001988A0 CGt2dFrameHierarchy::Prepare(void)
00198AD0 CGt2dFrame::Clean(void)
00198CC0 CGt2dFrame::Sync(CGt2dFrame::CGt2dFrameSpace const &)
00199420 CGt2dFrame::Destruct(void)
001995F0 CGt2dFrame::ConstructChild(void)
00199620 CGt2dFrame::CGt2dFrameSpace::SetIdentity(void)
00199660 CGt2dObject::SetPos(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &)
001996D0 CGt2dObject::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV4d,void (*)(CGt2dObject::CGt2dObjectSpace const &,void const *),uint,uint)
001998F0 CGt2dObjectImage::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV4d,CGtTexture *,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,int)
0019A310 CGt2dObjectText::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,float,GtMathPs2::CGtV4d,CGt2dFont const *,ushort const *,CGt2dObjectText::COutlineDropShadow const *)
0019A480 CGt2dObjectText::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,float,GtMathPs2::CGtV4d,CGt2dFont const *,ushort const *,GtMathPs2::CGtV2d const &,CGt2dObjectText::ETextType)
0019ADA0 CGt2dScene::DestructObject(int,CGt2dObject *)
0019ADC0 CGt2dScene::ConstructObject(int,CGt2dFrame *)
0019B120 CGt2dScene::Prepare(void)
0019B2A0 CGt2dFont::MakeNumberCharactersFixedWidth(void)
0019B640 CGt2dFont::GetStringStartAndEnd(ushort const *,float,ushort const **,ushort const **,bool)
0019B920 CGt2dFont::GetStringWidth(const ushort *)
0019B9E0 CGt2dFont::Prepare(CGtTexture *)
0019C358 RwOsGetFileInterface
001A57C0 RwCameraClear
001A6268 RwEngineSetVideoMode
001A67C8 RwEngineInit
001AC018 _rwFrameSyncHierarchyLTM
001AC230 FrameSyncHierarchyLTMRecurse
001B6850 _rwDMAOpenVIFPkt
001B7B80 _rwDMAWaitQueue
001B98D8 SkyCameraClear
001C01E8 setUpFSAA0
001C0C60 SkyStart
001C1970 SkySystem
001C1D10 RpSkyResume
001C2C78 _skyRasterSetTwiddling
001C2F38 RpSkySelectTrueTLClipper
001D14D8 RpSkyTexCacheSetStartAddress
001D5490 CGtViewport::SetFOV(float)
001D5E60 CGTFileSystem::FClose(void *)
001D5E90 CGTFileSystem::FOpen(char const *,char const *)
001D5F70 CGTFileSystem::Open(char const *,uint)
001D6070 CGTFileSystem::Init(uint,char const *)
001D6290 CGTFileSystem::GetFileSystemFromFileName(char const *)
001D6360 CGTFileSystem::InstallToRenderWare(void)
001D64E0 CGtUnicode::FormatString(ushort *,ushort const *,ushort const *,ushort const *,ushort const *,ushort const *,int)
001D6790 CGtUnicode::PrintReal(ushort *,float,int)
001D6980 CGtUnicode::PrintInt(const ushort *,int,int)
001D6B10 CGtUnicode::AppendN(ushort *,int,ushort const *)
001D6B90 CGtUnicode::Append(ushort *,ushort const *)
001D6C50 CGtUnicode::Copy(ushort *,ushort const *)
001D6C80 CGtUnicode::Length(ushort const *)
001D6E20 CGtUnicode::ConvertUTF8toUTF16Fast(uchar const *,ushort *,int)
001D6EE0 CGtUnicode::ConvertUTF16toUTF8Fast(ushort const *,uchar *,int)
001D76A0 CGtInputManagerPS2Pad2::GetPadControls(EGtPS2InputPort)
001D79B0 CGtInputDevicePS2DualShock2::Update(void)
001D9EC0 CGtInputDevicePS2DualShock::IsControlJustPressed(int)
001DA210 CGtFSM::StateEnter(CGtState *,void *)
001DA250 CGtFSM::StateLeave(CGtState *,void *)
001DA290 CGtFSM::GetStateFromID(ulong)
001DA2D0 CGtFSM::ApplyEvent(uint,void *)
001DA3C0 CGtFSM::Construct(void *,CGtStateOffset const *,CGtTimer *)
001DD1C0 CB3MenuInput::Update(float,CB3ControllerMapping *)
001DD6F0 GtIDConvertToString(ulong,char *)
001DD9A0 GtIDUnCompress(ulong,char *)
001DDAA0 GtIDCompress(char const *)
001DE070 CGtCamera::Construct(void)
001DE0E0 GtComms::CGtCommsToolBase::Prepare(char const *,CGTFileSystem *,char const *)
001DE170 GtComms::CGtCommsToolBase::Construct(char const *)
001DE1C0 GtComms::CGtCommsDatabase::RemoveEntry(void *)
001DE410 GtComms::CGtCommsDatabase::AddEntry(float *,char const *,char const *,char const *,int,float,float,int)
001DEA00 CGtHash::CalculateHash(char const *)
001DEA70 CB3StreamedTrack::RenderAfterSpecular(void)
001DEFB0 CB3StreamedTrack::RenderAfterVehicles(void)
001DF180 CB3StreamedTrack::RenderBeforeVehicles(void)
001DF9D0 CDrawnTrafficCache::IsUnitVisibleToMainCamera(int)
001DFCB0 CB3StaticTrack::RenderAllBackdrops(EBackdropRenderRange,bool,bool)
001E0DE0 CB3VehicleRenderer::RenderObject(EB3VehicleRenderType,GtMathPs2::CGtMatrix3x4 const &,CB3VehicleObject *,float,ushort,ushort,bool)
001E0FA0 CB3VehicleRenderer::RenderDeformedObject(EB3VehicleRenderType,GtMathPs2::CGtMatrix3x4 const &,CB3VehicleObject *,float,ushort,ushort,GtMathPs2::CGtMatrix3x4 const *,int,bool)
001E10C0 CB3VehicleRenderer::RenderMesh(EB3VehicleRenderType,float,CB3VehicleMesh &,ushort)
001E1460 CB3VehicleRenderer::SetTexture(CGtTexture *,int)
001E1680 CB3VehicleRenderer::EndVehicleRendering(void)
001E1700 CB3VehicleRenderer::BeginVehicleRendering(void)
001E1A20 CB3VehicleRenderer::SetupCameraData(void)
001E1C70 CB3VehicleRenderer::FrustumTestDamagedVehicle(CB3VehicleEssentialParams *,CB3VehicleParams *)
001E1E10 CB3VehicleRenderer::FixUpVehicleData(CB3VehicleData *)
001E2230 CB3VehicleRenderer::RenderVehicle(CB3VehicleEssentialParams const *,CB3VehicleParams const *,EVehicleLOD)
001E36D0 CGtTextureCache::ForceBufferSwap(void)
001E4450 CB3MemoryManagerPS2::GetBlockSize(EB3MemoryBlock)
001E44F0 CB3MemoryManagerPS2::ReleaseBlock(EB3MemoryBlock,int)
001E45D0 CB3MemoryManagerPS2::AcquireBlock(EB3MemoryBlock,int)
001E5270 CB3GraphicsManager::DistortEnvmapBuffersIntoSphereMap(void)
001E54A0 CB3GraphicsManager::ClearOffscreenBuffer(uint)
001E5660 CB3GraphicsManager::BuildCustomCameraData(ERaceCarIndex)
001E68D0 CB3CameraData::SendRegistersToGS(void const)
001E6F20 CB3CameraData::Construct(RwCamera *)
001E84A0 CB3GraphicsManager::PresentDrawBuffer(void)
001E8600 CB3GraphicsManager::RenderPalOrHdtvContrastFilter(void)
001E87D0 CB3GraphicsManager::OpenViewport(EB3ViewportSelection)
001E8920 CB3GraphicsManager::RenderFullScreenSpecular(GtMathPs2::CGtV3d,float,bool)
001E8B50 CB3GraphicsManager::SetVideoModeParams(RwSkyVideoMode *)
001E8CC0 CB3GraphicsManager::OpenRenderWare(void)
001E8F50 CB3GraphicsManager::Construct(void)
001EB120 CB3InputManager::GetDeadInputTime(signed char)
001EB3E0 CB3InputManager::GetAvailableControllers(CB3ControllerMapping **,signed char)
001EB550 CB3InputManager::GetMenuButton(CB3MenuInput::EMenuControls,signed char)
001EB9A0 CB3InputManager::GetMenuRight(signed char)
001EBA20 CB3InputManager::GetMenuLeft(signed char)
001EBAA0 CB3InputManager::GetMenuDown(signed char)
001EBB20 CB3InputManager::GetMenuUp(signed char)
001EBBA0 CB3InputManager::GetMenuBack(signed char)
001EBC20 CB3InputManager::GetMenuConfirm(signed char)
001EBCB0 CB3InputManager::GetLockedPlayersPort(signed char)
001EBCE0 CB3InputManager::AreLockedPlayersConnected(void)
001EBDA0 CB3InputManager::LockPlayerToPort(signed char,signed char)
001ED6A0 CGtPS2LibNet::Update(int)
001F0F40 CGtNATDataManager::FindGatewayDevice(void)
001F1FC0 CGtNetworkPlayerManager::GetHostPlayerID(void)
001F20E0 CGtNetworkPlayerManager::GetPlayerIndexByID(int)
001F21D0 CGtNetworkPlayerManager::GetPlayerByID(int)
001F2430 CGtNetworkPlayerManager::ClearAllPlayers(void)
001F6C70 __ct__Q29GtMathPs29XAxisTypeF1
002021E0 CB3SunRenderer::RenderEnvmapBlob(void)
00202830 CB3SunRenderer::PrepareEnvmapSunCoronaData(void)
002041A0 CB3SunRenderer::Release(void)
002047A0 CB3CarViewerGameMode::SetArrowVertices(CB3Im3dVertex *,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV4d)
002048D0 CB3CarViewerGameMode::Update(void)
00206840 CB3CarViewerGameMode::UpdateHinges(CB3VehicleEssentialParams *,CB3VehicleParams *)
00206A00 CB3CarViewerGameMode::Prepare(void)
00206B70 CB3CarViewerGameMode::Construct(void)
00206BB0 GtComms::CGtCommsDatabase::CheckFileValid(char const *)
00206C50 GtComms::CGtCommsDatabaseGame::InitialiseDefaultValues((void))
